archive_id,message_id,thread_root_id,date,year,month,archive_url,normalized_author,clean_subject,primary_topic,list_function,renou_states,renou_registers,renou_match_count,renou_confidence,renou_evidence,renou_source_url
000982,<161227016712.23782.10543884951334917766.generated@prod2.harmonylists.io>,000982,1994-04-08 12:39:32+00:00,1994,4,https://list.indology.info/pipermail/indology/1994-April/000982.html,Frank Conlon,markandeya purana,Texts and philology,general discussion,III,purana,2,subject_pattern,state:III=purana; register:purana=purana,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002466,<161227019463.23782.2462024359209036521.generated@prod2.harmonylists.io>,002466,1995-05-17 18:54:15+00:00,1995,5,https://list.indology.info/pipermail/indology/1995-May/002466.html,williams at uhdux2.dt.uh.edu,"""Valkal"" in Skanda Purana",Texts and philology,general discussion,III,purana,2,subject_pattern,state:III=Purana; register:purana=Purana,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
005317,<161227025075.23782.4901164346729976549.generated@prod2.harmonylists.io>,005308,1996-06-17 14:07:34+00:00,1996,6,https://list.indology.info/pipermail/indology/1996-June/005317.html,Fco. Javier Mart177nez Garc177a,help with siva purana?,Texts and philology,identification/help request,III,purana,2,subject_pattern,state:III=purana; register:purana=purana,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
005322,<161227025080.23782.4592904128831612541.generated@prod2.harmonylists.io>,005314,1996-06-17 15:02:29+00:00,1996,6,https://list.indology.info/pipermail/indology/1996-June/005322.html,Dominik Wujastyk,help with siva purana?,Texts and philology,identification/help request,III,purana,2,subject_pattern,state:III=purana; register:purana=purana,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
005327,<161227025096.23782.8444185740441276878.generated@prod2.harmonylists.io>,005237,1996-06-18 03:50:42+00:00,1996,6,https://list.indology.info/pipermail/indology/1996-June/005327.html,thompson at handel.jlc.net,help with siva purana?,Texts and philology,identification/help request,III,purana,2,subject_pattern,state:III=purana; register:purana=purana,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
005664,<161227025798.23782.9526185206802248495.generated@prod2.harmonylists.io>,005629,1996-08-26 20:24:28+00:00,1996,8,https://list.indology.info/pipermail/indology/1996-August/005664.html,James E. Agenbroad,Skanda Purana and Graha Names,Texts and philology,general discussion,III,purana,2,subject_pattern,state:III=Purana; register:purana=Purana,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
006743,<161227027949.23782.18044867498139977916.generated@prod2.harmonylists.io>,006743,1997-01-21 21:58:15+00:00,1997,1,https://list.indology.info/pipermail/indology/1997-January/006743.html,B. Reusch,A meter in the Bhagavata Purana,Texts and philology,general discussion,III,purana,2,subject_pattern,state:III=Purana; register:purana=Bhagavata,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
006770,<161227027999.23782.15332211662188237546.generated@prod2.harmonylists.io>,006743,1997-01-24 05:41:33+00:00,1997,1,https://list.indology.info/pipermail/indology/1997-January/006770.html,Ashok Aklujkar,A meter in the Bhagavata Purana,Texts and philology,general discussion,III,purana,2,subject_pattern,state:III=Purana; register:purana=Bhagavata,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
008181,<161227030330.23782.3829775926869812720.generated@prod2.harmonylists.io>,008160,1997-05-19 04:40:56+00:00,1997,5,https://list.indology.info/pipermail/indology/1997-May/008181.html,Dominique.Thillaud,Ganesha Purana manuscripts in Kashmir of Nepal,Texts and philology,general discussion,III,purana,2,subject_pattern,state:III=Purana; register:purana=Purana,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
008206,<161227030411.23782.913630229351175492.generated@prod2.harmonylists.io>,008206,1997-05-21 23:29:09+00:00,1997,5,https://list.indology.info/pipermail/indology/1997-May/008206.html,Gregory {Greg} Downing,Ganesha Purana manuscripts in Kashmir of Nepal,Texts and philology,general discussion,III,purana,2,subject_pattern,state:III=Purana; register:purana=Purana,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
