archive_id,message_id,thread_root_id,date,year,month,archive_url,normalized_author,clean_subject,primary_topic,list_function,renou_states,renou_registers,renou_match_count,renou_confidence,renou_evidence,renou_source_url
001454,<161227017592.23782.6974188912874687349.generated@prod2.harmonylists.io>,001451,1994-10-16 08:20:31+00:00,1994,10,https://list.indology.info/pipermail/indology/1994-October/001454.html,nas_ng at lms420.jsc.nasa.gov,Bodhisattva Questions (fwd),Buddhism and Jainism,general discussion,V,bauddha,2,subject_pattern,state:V=Bodhisattva; register:bauddha=Bodhisattva,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001458,<161227017597.23782.16656092651698497881.generated@prod2.harmonylists.io>,001455,1994-10-18 17:39:00+00:00,1994,10,https://list.indology.info/pipermail/indology/1994-October/001458.html,R.Mayer at ukc.ac.uk,Bodhisattva Questions (fwd),Buddhism and Jainism,general discussion,V,bauddha,2,subject_pattern,state:V=Bodhisattva; register:bauddha=Bodhisattva,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
054092,<161227046299.23782.16849017514858217017.generated@prod2.harmonylists.io>,054092,1999-02-14 02:08:41+00:00,1999,2,https://list.indology.info/pipermail/indology/1999-February/054092.html,"Aditya, the ]-[indu $kepti¢","Upanishads, MahAyAna, Advaita",Buddhism and Jainism,general discussion,V,bauddha,2,subject_pattern,state:V=MahAyAna; register:bauddha=MahAyAna,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
016642,<161227048240.23782.3376859333060303091.generated@prod2.harmonylists.io>,016642,1999-04-22 21:06:03+00:00,1999,4,https://list.indology.info/pipermail/indology/1999-April/016642.html,Sreenivas Paruchuri,Buddh. Rockcarvings in Northern Pakistan,Buddhism and Jainism,general discussion,V,bauddha,2,subject_pattern,state:V=Buddh; register:bauddha=Buddh,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
016974,<161227048954.23782.5958722751338107187.generated@prod2.harmonylists.io>,016916,1999-05-17 14:49:35+00:00,1999,5,https://list.indology.info/pipermail/indology/1999-May/016974.html,Swaminathan Madhuresan,"Upanishads, MahAyAna, Advaita",Buddhism and Jainism,general discussion,V,bauddha,2,subject_pattern,state:V=MahAyAna; register:bauddha=MahAyAna,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
016991,<161227048979.23782.9183875798863183995.generated@prod2.harmonylists.io>,016991,1999-05-18 14:30:26+00:00,1999,5,https://list.indology.info/pipermail/indology/1999-May/016991.html,John Smith,"Upanishads, MahAyAna, Advaita",Buddhism and Jainism,general discussion,V,bauddha,2,subject_pattern,state:V=MahAyAna; register:bauddha=MahAyAna,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
016992,<161227048977.23782.15494257239057483814.generated@prod2.harmonylists.io>,016977,1999-05-18 14:07:55+00:00,1999,5,https://list.indology.info/pipermail/indology/1999-May/016992.html,Balaji Hebbar,"Upanishads, MahAyAna, Advaita",Buddhism and Jainism,general discussion,V,bauddha,2,subject_pattern,state:V=MahAyAna; register:bauddha=MahAyAna,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
016996,<161227048982.23782.8529336746964662628.generated@prod2.harmonylists.io>,016977,1999-05-18 16:11:30+00:00,1999,5,https://list.indology.info/pipermail/indology/1999-May/016996.html,Balaji Hebbar,"Upanishads, MahAyAna, Advaita",Buddhism and Jainism,general discussion,V,bauddha,2,subject_pattern,state:V=MahAyAna; register:bauddha=MahAyAna,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
017001,<161227048995.23782.4998856688219969841.generated@prod2.harmonylists.io>,017001,1999-05-18 22:38:11+00:00,1999,5,https://list.indology.info/pipermail/indology/1999-May/017001.html,Vishal Agarwal,"Upanishads, MahAyAna, Advaita",Buddhism and Jainism,general discussion,V,bauddha,2,subject_pattern,state:V=MahAyAna; register:bauddha=MahAyAna,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
017018,<161227049033.23782.4641067188825003529.generated@prod2.harmonylists.io>,017010,1999-05-19 13:30:38+00:00,1999,5,https://list.indology.info/pipermail/indology/1999-May/017018.html,Vishal Agarwal,"Upanishads, MahAyAna, Advaita",Buddhism and Jainism,general discussion,V,bauddha,2,subject_pattern,state:V=MahAyAna; register:bauddha=MahAyAna,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
017143,<161227049273.23782.5383519089279100953.generated@prod2.harmonylists.io>,017105,1999-05-24 06:23:28+00:00,1999,5,https://list.indology.info/pipermail/indology/1999-May/017143.html,Vidyasankar Sundaresan,Questions : TheravAda and SaravAstivAda,Buddhism and Jainism,general discussion,V,bauddha,2,subject_pattern,state:V=TheravAda; register:bauddha=TheravAda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
019687,<161227054932.23782.18336225439548916000.generated@prod2.harmonylists.io>,019623,2000-01-07 01:59:11+00:00,2000,1,https://list.indology.info/pipermail/indology/2000-January/019687.html,Rajarshi Banerjee,death and Theravada Buddhism,Buddhism and Jainism,general discussion,V,bauddha,2,subject_pattern,state:V=Theravada; register:bauddha=Theravada,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
