archive_id,message_id,thread_root_id,date,year,month,archive_url,normalized_author,clean_subject,primary_topic,list_function,renou_states,renou_registers,renou_match_count,renou_confidence,renou_evidence,renou_source_url
000009,<161227014905.23782.5415640691229578776.generated@prod2.harmonylists.io>,000009,1990-11-28 14:48:36+00:00,1990,11,https://list.indology.info/pipermail/indology/1990-November/000009.html,Dominik Wujastyk,forwarded message: seeking Mahabharata e-text.,Bibliographic requests,identification/help request,III,epic,2,subject_pattern,state:III=Mahabharata; register:epic=Mahabharata,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000200,<161227015257.23782.15958230411730515390.generated@prod2.harmonylists.io>,000200,1992-03-05 23:00:28+00:00,1992,3,https://list.indology.info/pipermail/indology/1992-March/000200.html,D. Carpenter,help on Mahabharata passage,Texts and philology,identification/help request,III,epic,2,subject_pattern,state:III=Mahabharata; register:epic=Mahabharata,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000204,<161227015263.23782.8870097087056785071.generated@prod2.harmonylists.io>,000200,1992-03-09 15:54:49+00:00,1992,3,https://list.indology.info/pipermail/indology/1992-March/000204.html,FALK at DE.UNI-FREIBURG.RUF.IBM,help on Mahabharata passage,Texts and philology,identification/help request,III,epic,2,subject_pattern,state:III=Mahabharata; register:epic=Mahabharata,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000205,<161227015264.23782.11571025476575469757.generated@prod2.harmonylists.io>,000200,1992-03-09 19:54:02+00:00,1992,3,https://list.indology.info/pipermail/indology/1992-March/000205.html,Dominik Wujastyk,help on Mahabharata passage,Texts and philology,identification/help request,III,epic,2,subject_pattern,state:III=Mahabharata; register:epic=Mahabharata,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000206,<161227015266.23782.13945700234843779235.generated@prod2.harmonylists.io>,000206,1992-03-10 00:26:31+00:00,1992,3,https://list.indology.info/pipermail/indology/1992-March/000206.html,Dominik Wujastyk,Mahabharata 5.172.20 follow-up,Texts and philology,general discussion,III,epic,2,subject_pattern,state:III=Mahabharata; register:epic=Mahabharata,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000207,<161227015268.23782.17957213265241631733.generated@prod2.harmonylists.io>,000206,1992-03-10 13:08:08+00:00,1992,3,https://list.indology.info/pipermail/indology/1992-March/000207.html,Richard P Hayes,Mahabharata 5.172.20 follow-up,Texts and philology,general discussion,III,epic,2,subject_pattern,state:III=Mahabharata; register:epic=Mahabharata,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000323,<161227015481.23782.3193966712891237271.generated@prod2.harmonylists.io>,000323,1992-09-12 07:31:03+00:00,1992,9,https://list.indology.info/pipermail/indology/1992-September/000323.html,Vickie L. Banks,Harivamsa Translation,Texts and philology,philological discussion,III,epic,2,subject_pattern,state:III=Harivamsa; register:epic=Harivamsa,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000326,<161227015491.23782.9918386241706011769.generated@prod2.harmonylists.io>,000324,1992-09-16 14:43:57+00:00,1992,9,https://list.indology.info/pipermail/indology/1992-September/000326.html,D.SURESH,Harivamsa,General scholarly discussion,general discussion,III,epic,2,subject_pattern,state:III=Harivamsa; register:epic=Harivamsa,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000329,<161227015494.23782.2005788643982117427.generated@prod2.harmonylists.io>,000324,1992-09-17 15:59:55+00:00,1992,9,https://list.indology.info/pipermail/indology/1992-September/000329.html,Paul Kiparsky,Harivamsa Translation,Texts and philology,philological discussion,III,epic,2,subject_pattern,state:III=Harivamsa; register:epic=Harivamsa,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000330,<161227015499.23782.7585194629105385726.generated@prod2.harmonylists.io>,000323,1992-09-17 19:30:42+00:00,1992,9,https://list.indology.info/pipermail/indology/1992-September/000330.html,Rosane Rocher,Harivamsa Translation,Texts and philology,philological discussion,III,epic,2,subject_pattern,state:III=Harivamsa; register:epic=Harivamsa,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000336,<161227015497.23782.8177590489249344435.generated@prod2.harmonylists.io>,000336,1992-09-17 18:00:43+00:00,1992,9,https://list.indology.info/pipermail/indology/1992-September/000336.html,Mathieu Boisvert,Harivamsa Translation,Texts and philology,philological discussion,III,epic,2,subject_pattern,state:III=Harivamsa; register:epic=Harivamsa,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000808,<161227016395.23782.11917699709813021220.generated@prod2.harmonylists.io>,000805,1993-12-02 14:30:30+00:00,1993,12,https://list.indology.info/pipermail/indology/1993-December/000808.html,ucgadkw at ucl.ac.uk,Tamil Ramayana,Texts and philology,general discussion,III,epic,2,subject_pattern,state:III=Ramayana; register:epic=Ramayana,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000811,<161227016399.23782.809002375476386443.generated@prod2.harmonylists.io>,000806,1993-12-03 20:37:28+00:00,1993,12,https://list.indology.info/pipermail/indology/1993-December/000811.html,SIDDHARTHV at delphi.com,Tamil Ramayana,Texts and philology,general discussion,III,epic,2,subject_pattern,state:III=Ramayana; register:epic=Ramayana,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000810,<161227016402.23782.12950097480977479850.generated@prod2.harmonylists.io>,000806,1993-12-03 20:35:02+00:00,1993,12,https://list.indology.info/pipermail/indology/1993-December/000810.html,"Hillary Rodrigues, Ext. 2735",Tamil Ramayana,Texts and philology,general discussion,III,epic,2,subject_pattern,state:III=Ramayana; register:epic=Ramayana,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
