archive_id,message_id,thread_root_id,date,year,month,archive_url,normalized_author,clean_subject,primary_topic,list_function,renou_states,renou_registers,renou_match_count,renou_confidence,renou_evidence,renou_source_url
000116,<161227015106.23782.13711813816824322580.generated@prod2.harmonylists.io>,000116,1991-08-21 07:47:00+00:00,1991,8,https://list.indology.info/pipermail/indology/1991-August/000116.html,JBRONKHO at CH.UNIL.ULYS,Vedic dates,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000117,<161227015108.23782.15149419360628422767.generated@prod2.harmonylists.io>,000116,1991-08-21 18:43:00+00:00,1991,8,https://list.indology.info/pipermail/indology/1991-August/000117.html,ZYSK at EDU.NYU.ACFCLUSTER,Vedic dates,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000395,<161227015617.23782.8749833442462189393.generated@prod2.harmonylists.io>,000395,1993-01-27 11:27:41+00:00,1993,1,https://list.indology.info/pipermail/indology/1993-January/000395.html,Richard P Hayes,Vedic accents in TeX,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000398,<161227015624.23782.6164734582533507659.generated@prod2.harmonylists.io>,000394,1993-01-27 15:19:48+00:00,1993,1,https://list.indology.info/pipermail/indology/1993-January/000398.html,Jeroen Hellingman,The Rigveda,Veda and ritual,general discussion,I,rgveda,2,subject_pattern,state:I=Rigveda; register:rgveda=Rigveda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000400,<161227015629.23782.7743950979691549924.generated@prod2.harmonylists.io>,000397,1993-01-27 21:31:30+00:00,1993,1,https://list.indology.info/pipermail/indology/1993-January/000400.html,rcohen at sas.upenn.edu,The Rigveda,Veda and ritual,general discussion,I,rgveda,2,subject_pattern,state:I=Rigveda; register:rgveda=Rigveda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000401,<161227015634.23782.1574529690095286832.generated@prod2.harmonylists.io>,000397,1993-01-28 09:03:32+00:00,1993,1,https://list.indology.info/pipermail/indology/1993-January/000401.html,yanom at JPNKSUVX.EARN,The Rigveda,Veda and ritual,general discussion,I,rgveda,2,subject_pattern,state:I=Rigveda; register:rgveda=Rigveda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000402,<161227015639.23782.11451775322972078619.generated@prod2.harmonylists.io>,000402,1993-01-28 17:01:11+00:00,1993,1,https://list.indology.info/pipermail/indology/1993-January/000402.html,kak at max.ee.lsu.edu,Rigveda,Veda and ritual,general discussion,I,rgveda,2,subject_pattern,state:I=Rigveda; register:rgveda=Rigveda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000540,<161227015877.23782.1858011541982420905.generated@prod2.harmonylists.io>,000539,1993-06-18 12:15:58+00:00,1993,6,https://list.indology.info/pipermail/indology/1993-June/000540.html,l.m.fosse at easteur-orient.uio.no,shvetashvatara-upanishad,Veda and ritual,general discussion,I,upanisad,2,subject_pattern,state:I=upanishad; register:upanisad=upanishad,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000549,<161227015899.23782.10374584708316873018.generated@prod2.harmonylists.io>,000549,1993-06-21 15:39:00+00:00,1993,6,https://list.indology.info/pipermail/indology/1993-June/000549.html,RCJ at automation.university-library.cambridge.ac.uk,Anyone with an interest in current Vedic scholarship...,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000586,<161227015973.23782.16254349714963978463.generated@prod2.harmonylists.io>,000586,1993-07-13 23:56:27+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000586.html,kashyap at pepper.rutgers.edu,Sanskrit version of verse from Isa Upanishad,Veda and ritual,philological discussion,I,kavya; upanisad,3,subject_pattern,state:I=Upanishad; register:upanisad=Upanishad; register:kavya=verse,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000587,<161227015975.23782.11334710377857971766.generated@prod2.harmonylists.io>,000586,1993-07-14 02:03:38+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000587.html,SATYAVO,Sanskrit version of verse from Isa Upanishad,Veda and ritual,philological discussion,I,kavya; upanisad,3,subject_pattern,state:I=Upanishad; register:upanisad=Upanishad; register:kavya=verse,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000588,<161227015977.23782.1119039312558266195.generated@prod2.harmonylists.io>,000588,1993-07-14 02:54:49+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000588.html,kashyap at pepper.rutgers.edu,Sanskrit Version of Verse from Chandogya Upanishad,Veda and ritual,philological discussion,I,kavya; upanisad,3,subject_pattern,state:I=Upanishad; register:upanisad=Chandogya; register:kavya=Verse,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000599,<161227015998.23782.12616665741009269721.generated@prod2.harmonylists.io>,000588,1993-07-18 18:14:12+00:00,1993,7,https://list.indology.info/pipermail/indology/1993-July/000599.html,Michael Everson,Sanskrit Version of Verse from Chandogya Upanishad,Veda and ritual,philological discussion,I,kavya; upanisad,3,subject_pattern,state:I=Upanishad; register:upanisad=Chandogya; register:kavya=Verse,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000745,<161227016261.23782.5308843104863237706.generated@prod2.harmonylists.io>,000743,1993-10-27 18:47:48+00:00,1993,10,https://list.indology.info/pipermail/indology/1993-October/000745.html,l.m.fosse at easteur-orient.uio.no,Vedic geography,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000744,<161227016258.23782.2812153719681532204.generated@prod2.harmonylists.io>,000736,1993-10-27 17:31:21+00:00,1993,10,https://list.indology.info/pipermail/indology/1993-October/000744.html,"Nathan Katz, University of South Florida",Vedic geography,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000747,<161227016267.23782.5015669809445519785.generated@prod2.harmonylists.io>,000743,1993-10-28 23:34:26+00:00,1993,10,https://list.indology.info/pipermail/indology/1993-October/000747.html,czm1 at cornell.edu,Vedic geography,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000767,<161227016314.23782.13695744437766560783.generated@prod2.harmonylists.io>,000762,1993-11-14 23:30:52+00:00,1993,11,https://list.indology.info/pipermail/indology/1993-November/000767.html,I. Julia Leslie,Vedic Studies,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000773,<161227016323.23782.9754272931941637794.generated@prod2.harmonylists.io>,000766,1993-11-15 22:00:34+00:00,1993,11,https://list.indology.info/pipermail/indology/1993-November/000773.html,sgambhir at sas.upenn.edu,Vedic Studies,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000775,<161227016328.23782.7490628020515843303.generated@prod2.harmonylists.io>,000775,1993-11-16 03:08:37+00:00,1993,11,https://list.indology.info/pipermail/indology/1993-November/000775.html,David Magier,Univ. Seminar on the Veda,Announcements and events,announcement/event,I,,1,subject_pattern,state:I=Veda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000776,<161227016329.23782.13371576385775971844.generated@prod2.harmonylists.io>,000776,1993-11-16 07:11:08+00:00,1993,11,https://list.indology.info/pipermail/indology/1993-November/000776.html,SIDDHARTHV at delphi.com,Clarification on Issue of Vedic Studies at Columbia University,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000813,<161227016409.23782.15029338585952885060.generated@prod2.harmonylists.io>,000813,1993-12-09 17:22:44+00:00,1993,12,https://list.indology.info/pipermail/indology/1993-December/000813.html,pjain at stern.nyu.edu,iva-samaasa in Vedic Samhitas,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000816,<161227016411.23782.3044206865131207031.generated@prod2.harmonylists.io>,000816,1993-12-10 08:47:17+00:00,1993,12,https://list.indology.info/pipermail/indology/1993-December/000816.html,Chris Wooff,iva-samaasa in Vedic Samhitas (repost),Veda and ritual,general discussion,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001123,<161227016996.23782.17420566890489673226.generated@prod2.harmonylists.io>,001123,1994-08-01 21:39:07+00:00,1994,8,https://list.indology.info/pipermail/indology/1994-August/001123.html,SAMUELS JEFFREY,Mandukya Upanisad and Commentary,Veda and ritual,philological discussion,I,bhasya; upanisad,3,subject_pattern,state:I=Upanisad; register:upanisad=Upanisad; register:bhasya=Commentary,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001126,<161227017000.23782.6994745073100393772.generated@prod2.harmonylists.io>,001123,1994-08-02 00:14:20+00:00,1994,8,https://list.indology.info/pipermail/indology/1994-August/001126.html,A.Raman at massey.ac.nz,Mandukya Upanisad and Commentary,Veda and ritual,philological discussion,I,bhasya; upanisad,3,subject_pattern,state:I=Upanisad; register:upanisad=Upanisad; register:bhasya=Commentary,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001125,<161227016998.23782.18098920066965163002.generated@prod2.harmonylists.io>,001125,1994-08-01 22:39:17+00:00,1994,8,https://list.indology.info/pipermail/indology/1994-August/001125.html,Lance Nelson,Mandukya Upanisad and Commentary,Veda and ritual,philological discussion,I,bhasya; upanisad,3,subject_pattern,state:I=Upanisad; register:upanisad=Upanisad; register:bhasya=Commentary,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001311,<161227017341.23782.9256320882497225426.generated@prod2.harmonylists.io>,001311,1994-09-20 20:55:31+00:00,1994,9,https://list.indology.info/pipermail/indology/1994-September/001311.html,SILK at AC.GRIN.EDU,10/94 Veda and Ayurveda in the Western World,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=Veda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001397,<161227017486.23782.239101147102846417.generated@prod2.harmonylists.io>,001397,1994-10-04 01:24:24+00:00,1994,10,https://list.indology.info/pipermail/indology/1994-October/001397.html,Peter_Scharf at brown.edu,Atharva-Veda,Veda and ritual,general discussion,I,atharva,2,subject_pattern,state:I=Veda; register:atharva=Atharva,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001859,<161227018344.23782.5246138206220538972.generated@prod2.harmonylists.io>,001859,1995-01-31 04:42:37+00:00,1995,1,https://list.indology.info/pipermail/indology/1995-January/001859.html,"Aditya, the Hindu Skeptic",Information about English Translation of Rigveda,Veda and ritual,philological discussion,I,rgveda,2,subject_pattern,state:I=Rigveda; register:rgveda=Rigveda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001892,<161227018422.23782.13365003115628455694.generated@prod2.harmonylists.io>,001890,1995-02-10 02:30:11+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/001892.html,hal_computer at earthlink.net,On soma in the veda,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=veda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001894,<161227018411.23782.5583857259968646487.generated@prod2.harmonylists.io>,001894,1995-02-10 09:18:18+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/001894.html,S. Kalyanaraman,On soma in the veda - Part 1,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=veda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001895,<161227018413.23782.4240153609307806868.generated@prod2.harmonylists.io>,001895,1995-02-10 09:19:15+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/001895.html,S. Kalyanaraman,On soma in the veda - Part 2,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=veda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001896,<161227018419.23782.16124046509889369631.generated@prod2.harmonylists.io>,001896,1995-02-10 09:21:02+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/001896.html,S. Kalyanaraman,On soma in the veda - Part 3,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=veda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001899,<161227018424.23782.4249530391385822180.generated@prod2.harmonylists.io>,001899,1995-02-10 11:54:34+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/001899.html,cardona at unagi.cis.upenn.edu,On soma in the veda,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=veda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001959,<161227018536.23782.10028109991754147586.generated@prod2.harmonylists.io>,001959,1995-02-15 07:53:13+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/001959.html,S. Kalyanaraman,Soma in the veda - Part 5,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=veda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001977,<161227018570.23782.11258564618798419725.generated@prod2.harmonylists.io>,001977,1995-02-16 05:59:47+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/001977.html,Anshuman Pandey,"QUERY: The Vedic rishi, Shandilya.",Veda and ritual,identification/help request,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002000,<161227018603.23782.7892956552467395062.generated@prod2.harmonylists.io>,002000,1995-02-17 13:15:20+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/002000.html,S. Kalyanaraman,ascii encoding for Vedic?,Digital resources and tools,digital resource/tool,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001995,<161227018600.23782.12120530951657454689.generated@prod2.harmonylists.io>,001975,1995-02-17 16:01:55+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/001995.html,pslvax!sadhu at UCSD.EDU,Vedic mathematics,Veda and ritual,general discussion,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002005,<161227018627.23782.13280430552154482822.generated@prod2.harmonylists.io>,001998,1995-02-19 09:54:39+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/002005.html,Dominik Wujastyk,ascii encoding for Vedic?,Digital resources and tools,digital resource/tool,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002007,<161227018624.23782.14487793440492253841.generated@prod2.harmonylists.io>,001977,1995-02-20 08:06:00+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/002007.html,hal_computer at earthlink.net,"QUERY: The Vedic rishi, Shandilya.",Veda and ritual,identification/help request,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002018,<161227018637.23782.9587487572406980533.generated@prod2.harmonylists.io>,002011,1995-02-21 15:37:48+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/002018.html,Axel Michaels,"QUERY: The Vedic rishi, Shandilya.",Veda and ritual,identification/help request,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002023,<161227018644.23782.2504973189973390157.generated@prod2.harmonylists.io>,002023,1995-02-21 17:00:12+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/002023.html,Anshuman Pandey,ascii encoding for Vedic?,Digital resources and tools,digital resource/tool,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002036,<161227018670.23782.18093487476696921676.generated@prod2.harmonylists.io>,002023,1995-02-22 11:36:44+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/002036.html,Paliath Narendran,ascii encoding for Vedic?,Digital resources and tools,digital resource/tool,I,,1,subject_pattern,state:I=Vedic,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
