archive_id,message_id,thread_root_id,date,year,month,archive_url,normalized_author,clean_subject,primary_topic,list_function,renou_states,renou_registers,renou_match_count,renou_confidence,renou_evidence,renou_source_url
001051,<161227016851.23782.3436181446073601602.generated@prod2.harmonylists.io>,001050,1994-05-24 18:45:42+00:00,1994,5,https://list.indology.info/pipermail/indology/1994-May/001051.html,GRUENENDAHL,Manu - critically,General scholarly discussion,general discussion,,smrti,1,subject_pattern,register:smrti=Manu,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001050,<161227016847.23782.10457807411150518348.generated@prod2.harmonylists.io>,001050,1994-05-24 15:29:52+00:00,1994,5,https://list.indology.info/pipermail/indology/1994-May/001050.html,Richard Lariviere,Manu - critically,General scholarly discussion,general discussion,,smrti,1,subject_pattern,register:smrti=Manu,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003506,<161227021559.23782.14386195441950332938.generated@prod2.harmonylists.io>,003506,1995-11-07 06:04:42+00:00,1995,11,https://list.indology.info/pipermail/indology/1995-November/003506.html,witzel at HUSC3.HARVARD.EDU,W. Doniger's Manu,General scholarly discussion,general discussion,,smrti,1,subject_pattern,register:smrti=Manu,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004333,<161227023126.23782.7177689583691352389.generated@prod2.harmonylists.io>,004333,1996-03-01 11:03:34+00:00,1996,3,https://list.indology.info/pipermail/indology/1996-March/004333.html,Zesheng He,Man/Manu (was Re: Khajuraho),General scholarly discussion,general discussion,,smrti,1,subject_pattern,register:smrti=Manu,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
006858,<161227028157.23782.15355097587006108891.generated@prod2.harmonylists.io>,006858,1997-02-05 18:57:24+00:00,1997,2,https://list.indology.info/pipermail/indology/1997-February/006858.html,Robert J. Zydenbos,Looking for translation of Yajnavalkya text,Bibliographic requests,identification/help request,,smrti,1,subject_pattern,register:smrti=Yajnavalkya,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
020019,<161227055595.23782.17113743352574029208.generated@prod2.harmonylists.io>,019980,2000-01-30 04:46:56+00:00,2000,1,https://list.indology.info/pipermail/indology/2000-January/020019.html,Dominik Wujastyk,Q: Manu on Pouring Lead in Sudra Ears,General scholarly discussion,general discussion,,smrti,1,subject_pattern,register:smrti=Manu,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
020027,<161227055601.23782.11215673628710768050.generated@prod2.harmonylists.io>,019961,2000-01-30 19:16:10+00:00,2000,1,https://list.indology.info/pipermail/indology/2000-January/020027.html,Yaroslav Vassilkov,Q: Manu on Pouring Lead in Sudra Ears,General scholarly discussion,general discussion,,smrti,1,subject_pattern,register:smrti=Manu,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
020030,<161227055618.23782.16313833613227570300.generated@prod2.harmonylists.io>,020020,2000-01-31 11:07:56+00:00,2000,1,https://list.indology.info/pipermail/indology/2000-January/020030.html,Madhav Deshpande,Q: Manu on Pouring Lead in Sudra Ears,General scholarly discussion,general discussion,,smrti,1,subject_pattern,register:smrti=Manu,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
020037,<161227055641.23782.18368020392763466272.generated@prod2.harmonylists.io>,020037,2000-02-01 05:31:27+00:00,2000,2,https://list.indology.info/pipermail/indology/2000-February/020037.html,Venkatraman Iyer,Q: Manu on Pouring Lead in Sudra Ears,General scholarly discussion,general discussion,,smrti,1,subject_pattern,register:smrti=Manu,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
020040,<161227055636.23782.8645242250111067119.generated@prod2.harmonylists.io>,020037,2000-02-01 00:29:24+00:00,2000,2,https://list.indology.info/pipermail/indology/2000-February/020040.html,Vidyasankar Sundaresan,Q: Manu on Pouring Lead in Sudra Ears,General scholarly discussion,general discussion,,smrti,1,subject_pattern,register:smrti=Manu,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
