archive_id,message_id,thread_root_id,date,year,month,archive_url,normalized_author,clean_subject,primary_topic,list_function,renou_states,renou_registers,renou_match_count,renou_confidence,renou_evidence,renou_source_url
001791,<161227018217.23782.10012550830682081453.generated@prod2.harmonylists.io>,001786,1995-01-16 12:20:06+00:00,1995,1,https://list.indology.info/pipermail/indology/1995-January/001791.html,l.m.fosse at easteur-orient.uio.no,Tamil Short Story,General scholarly discussion,general discussion,,katha,1,subject_pattern,register:katha=Story,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001796,<161227018221.23782.5538752870170942417.generated@prod2.harmonylists.io>,001795,1995-01-16 23:03:41+00:00,1995,1,https://list.indology.info/pipermail/indology/1995-January/001796.html,Dominik Wujastyk,Tamil Short Story,General scholarly discussion,general discussion,,katha,1,subject_pattern,register:katha=Story,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002041,<161227018681.23782.11470662584614398534.generated@prod2.harmonylists.io>,002023,1995-02-22 19:26:01+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/002041.html,Vidhyanath K. Rao,MLA panel: Space in S.Asia Feminist Narrative (CFP),Announcements and events,announcement/event,,katha,1,subject_pattern,register:katha=Narrative,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002127,<161227018817.23782.4514628936488631155.generated@prod2.harmonylists.io>,002127,1995-03-09 16:24:04+00:00,1995,3,https://list.indology.info/pipermail/indology/1995-March/002127.html,nas_ng at lms420.jsc.nasa.gov,The Anklet Story,General scholarly discussion,general discussion,,katha,1,subject_pattern,register:katha=Story,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004671,<161227023743.23782.12854383468971977746.generated@prod2.harmonylists.io>,004658,1996-04-12 13:41:14+00:00,1996,4,https://list.indology.info/pipermail/indology/1996-April/004671.html,Mikael Aktor,Sujata's story,General scholarly discussion,general discussion,,katha,1,subject_pattern,register:katha=story,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
004834,<161227024114.23782.14179724386477811770.generated@prod2.harmonylists.io>,004834,1996-04-28 15:16:02+00:00,1996,4,https://list.indology.info/pipermail/indology/1996-April/004834.html,mmaggi at sinergia.it,Khotanese Buddhist tale,General scholarly discussion,general discussion,,hors_inde; katha,2,subject_pattern,register:katha=tale; register:hors_inde=Khotanese,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
006436,<161227027356.23782.2632845743514304142.generated@prod2.harmonylists.io>,006436,1996-12-05 21:57:22+00:00,1996,12,https://list.indology.info/pipermail/indology/1996-December/006436.html,sdiamond at sas.upenn.edu,Folk Tale Query,General scholarly discussion,identification/help request,,katha,1,subject_pattern,register:katha=Tale,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
006433,<161227027360.23782.17084360679028348167.generated@prod2.harmonylists.io>,006433,1996-12-05 22:18:31+00:00,1996,12,https://list.indology.info/pipermail/indology/1996-December/006433.html,Birgit Kellner,Folk Tale Query,General scholarly discussion,identification/help request,,katha,1,subject_pattern,register:katha=Tale,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
006438,<161227027362.23782.6965553797826162173.generated@prod2.harmonylists.io>,006378,1996-12-05 22:55:52+00:00,1996,12,https://list.indology.info/pipermail/indology/1996-December/006438.html,Vidyasankar Sundaresan,Folk Tale Query,General scholarly discussion,identification/help request,,katha,1,subject_pattern,register:katha=Tale,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
006446,<161227027384.23782.6077441731020341371.generated@prod2.harmonylists.io>,006446,1996-12-06 18:11:14+00:00,1996,12,https://list.indology.info/pipermail/indology/1996-December/006446.html,Dominik Wujastyk,Folk Tale Query,General scholarly discussion,identification/help request,,katha,1,subject_pattern,register:katha=Tale,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
