archive_id,message_id,thread_root_id,date,year,month,archive_url,normalized_author,clean_subject,primary_topic,list_function,renou_states,renou_registers,renou_match_count,renou_confidence,renou_evidence,renou_source_url
000398,<161227015624.23782.6164734582533507659.generated@prod2.harmonylists.io>,000394,1993-01-27 15:19:48+00:00,1993,1,https://list.indology.info/pipermail/indology/1993-January/000398.html,Jeroen Hellingman,The Rigveda,Veda and ritual,general discussion,I,rgveda,2,subject_pattern,state:I=Rigveda; register:rgveda=Rigveda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000400,<161227015629.23782.7743950979691549924.generated@prod2.harmonylists.io>,000397,1993-01-27 21:31:30+00:00,1993,1,https://list.indology.info/pipermail/indology/1993-January/000400.html,rcohen at sas.upenn.edu,The Rigveda,Veda and ritual,general discussion,I,rgveda,2,subject_pattern,state:I=Rigveda; register:rgveda=Rigveda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000401,<161227015634.23782.1574529690095286832.generated@prod2.harmonylists.io>,000397,1993-01-28 09:03:32+00:00,1993,1,https://list.indology.info/pipermail/indology/1993-January/000401.html,yanom at JPNKSUVX.EARN,The Rigveda,Veda and ritual,general discussion,I,rgveda,2,subject_pattern,state:I=Rigveda; register:rgveda=Rigveda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
000402,<161227015639.23782.11451775322972078619.generated@prod2.harmonylists.io>,000402,1993-01-28 17:01:11+00:00,1993,1,https://list.indology.info/pipermail/indology/1993-January/000402.html,kak at max.ee.lsu.edu,Rigveda,Veda and ritual,general discussion,I,rgveda,2,subject_pattern,state:I=Rigveda; register:rgveda=Rigveda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
001859,<161227018344.23782.5246138206220538972.generated@prod2.harmonylists.io>,001859,1995-01-31 04:42:37+00:00,1995,1,https://list.indology.info/pipermail/indology/1995-January/001859.html,"Aditya, the Hindu Skeptic",Information about English Translation of Rigveda,Veda and ritual,philological discussion,I,rgveda,2,subject_pattern,state:I=Rigveda; register:rgveda=Rigveda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
002092,<161227018757.23782.8568422875193417654.generated@prod2.harmonylists.io>,002061,1995-02-27 18:52:49+00:00,1995,2,https://list.indology.info/pipermail/indology/1995-February/002092.html,S. Kalyanaraman,Mythologization of history in Rgveda.,Veda and ritual,general discussion,I,rgveda,2,subject_pattern,state:I=Rgveda; register:rgveda=Rgveda,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003477,<161227021502.23782.9830444897255234278.generated@prod2.harmonylists.io>,003459,1995-10-31 14:19:54+00:00,1995,10,https://list.indology.info/pipermail/indology/1995-October/003477.html,thayashi at doshisha.ac.jp,Geldner's RV in English?,General scholarly discussion,general discussion,,rgveda,1,subject_pattern,register:rgveda=RV,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003476,<161227021510.23782.17786906557586193222.generated@prod2.harmonylists.io>,003476,1995-11-01 03:19:32+00:00,1995,11,https://list.indology.info/pipermail/indology/1995-November/003476.html,witzel at HUSC3.HARVARD.EDU,Geldner's RV in English?-- no!,General scholarly discussion,general discussion,,rgveda,1,subject_pattern,register:rgveda=RV,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003487,<161227021519.23782.6568794422174723188.generated@prod2.harmonylists.io>,003476,1995-11-01 14:31:03+00:00,1995,11,https://list.indology.info/pipermail/indology/1995-November/003487.html,Asko.Parpola at Helsinki.FI,Geldner's RV in English?-- no!,General scholarly discussion,general discussion,,rgveda,1,subject_pattern,register:rgveda=RV,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
003480,<161227021521.23782.13698010035795008234.generated@prod2.harmonylists.io>,003480,1995-11-01 15:42:33+00:00,1995,11,https://list.indology.info/pipermail/indology/1995-November/003480.html,Madhav Deshpande,Geldner's RV in English?-- no!,General scholarly discussion,general discussion,,rgveda,1,subject_pattern,register:rgveda=RV,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
